layer	file_id	file_name	data_type	data_format	sample_barcode
rna	04ab577f-fe6f-4f01-860f-f74c8a0f8f8b	b6bc859c-c245-47ba-9c47-92c1c33d42c8.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1489
rna	006d3450-dab8-487d-a2f2-50fdd64c0a6b	c42ab178-9ded-405c-8eab-69583c4b1ad0.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1347
rna	9dece4a3-ecef-469d-a882-dfea3e2c61df	161a0325-0f8a-4d41-be34-6740025c4435.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0916
rna	29524454-6515-44ba-93d0-56df19ee83a4	207cda7f-138a-4ae2-a6fd-90a003a94073.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1477
rna	f324a574-e355-489a-b7d1-6af7269d8927	9fcfa97a-90b3-4e91-9f4d-7001fbd02fc7.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0768
rna	d7cba469-98d9-406e-aaf6-fa616f3b49ad	9d472afb-5cd1-41d2-b188-fa9f8b706d35.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1510
rna	139a7bac-e37e-4fb2-9b42-be1b1d62f7f1	524a6f24-3903-46f1-ae2e-eb83a522a0c0.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-2051
rna	c057a66e-2775-4fd6-b6e8-f4fb6350136e	36aef44f-03b6-4aff-bc8a-dfbc664dd2d0.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1356
rna	7cec3094-cc88-4107-b864-84a23bde14b4	06bfef84-bc96-4d26-a658-3da2432dd948.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-23-1021
rna	826d878e-40e5-461a-8b14-16a50c4b60b1	abe4d03a-acbc-424b-8e1c-b79f5476e55a.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1494
rna	c4a162f4-ea15-409c-af3a-ebfc257b42bc	872c6084-34b9-4037-88bd-b6cb69b4bf1f.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1492
rna	f9042b6c-2394-498e-9362-cdf70beafce7	78b8f856-9896-41af-bb90-e35569bacc42.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1362
rna	eb199fe3-be92-4d0f-a831-3e9f20ef32e0	5943d83c-7366-4b4a-9815-c5459003a10e.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1497
rna	9b75f0e7-ded6-4b10-8c40-c6c6977d9ced	c5de138c-103d-4a75-a2eb-7279c1046d0d.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0800
rna	04ebea53-3ad2-47ae-b24c-22001c6cd300	7d8d9d6c-b701-4eda-8e36-c36ca7c90903.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-20-0987
rna	f84fd3bb-2d07-4d43-873b-02bc312499bb	808d8dcb-f3e5-4d7e-8b70-90a254ebc4e2.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1483
rna	56376509-9721-4e6d-9e53-378efbe43d63	c2be3377-97dd-42be-887d-c9bf57034c98.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1361
rna	e070fb7d-674e-4863-a65a-a5be0419d67b	0855ce26-6e6d-44aa-902d-da4927765dd4.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0890
rna	65534be3-467f-4a8a-b695-2caaccb835b6	cad2eb6b-0dff-4e52-9d0e-baf5f4997089.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-20-1685
rna	527d3ff2-a64d-4d0b-83c6-41dabc025934	765e86db-4d7e-4b17-9051-3d7ee32df82a.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1405
rna	9490a06f-43ec-42d6-86ec-4b5480224489	72e3b5ff-0679-4d43-a7c2-697635faa1fc.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0714
rna	06fde02a-86af-4e12-b891-b909b30cccd6	e827cb1c-e6f7-4746-b19e-f705c2de32bd.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-1674
rna	bd1cbfe4-b92b-4d1f-84b5-1035d67b9579	7711187f-5e2a-44eb-804f-c32556a2f02f.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0726
rna	82cdc03b-fbae-42da-a7e8-416839910b94	1e36ddde-f989-45b5-a887-d7c6ac41aaeb.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-20-0991
rna	11c60c68-57b6-4675-9aeb-916af8da75a7	31f82383-f710-4d46-8db5-b59ee094d74a.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0923
rna	2d15c2c8-0682-4286-81bf-6a85b97e3b5a	d563b5ea-0724-4d07-9b31-9713d6edd332.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-10-0934
rna	375e04c5-54c5-47a1-a3ab-41b48372ad67	3f97103b-9c36-40df-b3d3-88e9b118f5ce.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0883
rna	624eaf4a-8f25-4a43-aeb9-662708b32ce3	109c4aee-66f6-4015-8fab-969bd538fd61.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1505
rna	cd79d887-b5f3-4a39-9778-07ebf068ca42	dfac6279-e38d-4c50-b1cf-c32bcf81a029.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-20-1684
rna	b29783c8-1d44-4a43-9727-ed574c833994	b849f8c0-4937-4e95-bfc7-c8da9340d021.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-2044
rna	1fabf764-0f34-4640-9fd0-4f5476d69b19	8326bd93-55f7-49be-a164-edfb435de3b5.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1506
rna	c7b574e5-66d6-46b0-8471-512ef4aebaf1	f03483bb-8ad5-42e2-9b5e-31e7af8edd2f.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0765
rna	21e3b1e2-2691-42bf-8b3c-5af3d13bfa7e	35f04f9f-3756-4d8d-858f-b49c4c94d4bd.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1498
rna	db02a2f2-2d83-4486-b8a3-3b01d6f0a6f2	2fb7ad5a-0ef2-4524-9fa8-4d61d1bb04e1.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-23-1022
rna	1c1c0516-1e12-46a8-adca-ea89d3c91bd3	bb5d75c1-c4fb-440f-8f09-0be3dd6b7daf.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1332
rna	5dc950d7-010c-4008-8368-f5acc4f61a58	62c68df4-4b67-4c05-9cf4-f0f2e878b59e.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1499
rna	6683f1ae-4274-4d8d-942e-01d8fdb8373a	91ce2bbd-b743-4250-98c3-42fec28b9d49.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-20-1682
rna	d9e8391a-b253-4860-9e9e-8b20cbe4e4ff	fa401e4b-6102-4c3e-8bc9-62fa94e1388e.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-A5FT
rna	e4224f89-05e0-428c-958e-ea89c542ac21	0d31f76f-d6b7-4d9f-83b7-fb0babab1231.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-2045
rna	41cf0bac-87b0-428c-84af-4d246521a0d0	f3aafcfa-9e92-4d07-905c-c9b4fdd276c0.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-2060
rna	b8849c64-a3c7-410d-a000-043bf12bfd8d	67293c0e-904a-4cc2-ad09-a99d791bd05a.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0725
rna	0bb7fb96-b1fd-4a47-9af9-128b9acad7a8	24ffd67a-b772-47de-a41b-eaa68078ad0e.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1507
rna	c0c53bda-8e05-4695-8c7f-8804b3b0d6d0	6ab54953-3d77-4239-bf4a-5a893cf9a43c.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1501
rna	d9178135-301c-4101-85e9-6084bd0347f8	b66a1ba2-0f0d-4eb0-8f60-ca07cf3bc997.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0888
rna	501e43ba-ec51-4b5b-b999-759c3bd4824f	be93160b-4c67-48f1-8bdf-23d29b8c815d.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-0364
rna	1882e360-8240-40b8-b0d9-152919cd2212	bfcea1b8-fb75-4e7b-972b-620d9f1fc3bb.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1331
rna	9806deff-ba7f-4761-a421-7119ad12bc8c	eb300488-c9f0-4cb4-9bf5-00fc749360b9.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0897
rna	d3dc97d0-65bc-48f2-a9c9-4b5dbf211e66	052a97e5-fd39-4af4-a29a-284bc185c9e7.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-10-0927
rna	2bbb688f-2c41-4d85-92ae-44d71851cb9d	921df567-b883-4f95-ac75-7c63521b5a95.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0899
rna	c858708c-538d-4da5-afda-6b436498ea99	6b5cd598-f52f-48bc-8256-74a2e98ec04b.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-10-0931
rna	2d68ce4f-7c3a-450e-91e0-340708cb1991	6ac60ab5-8d16-4e62-9122-0b4d796b9bc0.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1509
rna	ba49f0c3-fed9-45e4-b24b-7976800603af	68f32d39-8608-443c-ac04-95f12812fb72.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1651
rna	82e9e968-c243-4165-8ebe-1d86d31205b0	1730a0a1-8a5a-4532-a35e-4e4db4a4b4b6.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1648
rna	3dc58a62-33f8-4e19-b549-c76a2ac1c026	0f3919e2-e4d0-4394-9cba-88b8653694a0.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1409
rna	a3e9f9f6-6e2e-4302-8cd9-c9573356c8bd	880f1d5d-52b1-494c-83ed-164437af010f.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0891
rna	87372980-d776-4481-9c1a-c6cfc22fdea1	de46493c-07c7-4884-9361-8ab7d5cd0a72.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1403
rna	48c20897-cd11-4b5e-88f8-f86fad1ba58e	fcd1465c-ddbb-438c-81c9-9be12b5327af.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0797
rna	d71526e0-d0a0-4b29-9fab-c6987ddf9b96	c99daa88-5672-437c-af99-5b31f28ec087.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0887
rna	938b7e12-0d8f-48a5-b7e3-1ad4dd4a006b	78c61237-b889-4cb8-bb8e-eacd33b3538f.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-0369
rna	993e59a5-4f7f-4ca1-87bc-f537bf84179a	cac17859-2779-4a77-98b7-3c6e392f0f1e.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0804
rna	036e90b7-e520-4c0d-aa25-1b7ad59f303b	a761adf7-b265-4d1d-90be-82dbfd776e45.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1511
rna	2c3c36a2-4bac-44c4-8d1b-dda0dba01b41	2c5a90ae-67c6-46de-b865-1dde61e976bd.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0920
rna	07ad67b6-8242-4cbf-b24c-037c025df522	be31437e-d2d6-4e6b-99e0-42ddb5a4359d.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1488
rna	5941a671-b8c0-43fb-bbd7-e9e92d66d953	1fbf116b-6325-42ef-94d2-dfdda4aa8d9f.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0795
rna	b998c7d1-8d7c-402a-9a33-1a571603d375	0f3357a3-d579-4b27-a486-1550bc45890d.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-20-1683
rna	9e3b1dfa-ae3a-4c69-9669-26fae541190d	7477b82e-dc6c-4bf4-ba14-b7d33a867161.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1481
rna	345c8a3b-63dd-4d20-b718-7f84e9ac61a6	d1cc1450-ae0d-42ea-b45f-dd4f8bcbd399.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-2056
rna	8aa7edec-491c-47ab-893b-f6bd68bd1aca	676462aa-e44e-4f39-a9cb-222e8815bdfc.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0913
rna	61662efc-a675-44b4-89dc-42315385670c	b6984d71-6903-423e-a1b0-e98ccc3be29f.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1411
rna	b874e831-63cd-477e-b079-46307020b759	ec34b3b2-e9d3-49bb-bc27-6a16103ad51a.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0893
rna	952388fc-9c66-4083-ab08-18771ee62718	1d39253a-1714-4371-942f-98acaf24a4f9.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0908
rna	c6f4a745-1426-4cee-87d3-e8123aacb60f	5c58a396-5f7b-4374-a6e7-09f381d945dd.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0884
rna	46e6cdd0-9c35-43cf-9623-3998f06649be	c0b634eb-856b-491e-ab86-3088950176d9.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-2053
rna	97f76d09-2471-43b9-99a4-2ef58caca5c9	d779f8e6-b653-4d7e-bfa4-729b9caf329d.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1542
rna	60678f17-e3d7-40cd-99ff-73706497968a	03c8e4fe-1e07-4ea3-a154-c17c2e8af508.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0886
rna	e50c0ebe-0df8-4b77-a93a-06887ba1debd	d990fb46-63a9-4507-a950-e026c84cfb5a.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0905
rna	569c70a4-f090-48f8-96b9-022d9f6e11d6	7d0b634a-b842-4f7c-afd3-9ba129e38da1.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-1670
rna	e50173ef-c0f2-4b59-8ab4-d24997f38c5d	cadb3130-09b1-4e6a-b9ea-1c5182b2f1ed.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1512
rna	e5693374-686a-418d-b4e1-c60a1aa9a86b	9fa353e5-d096-480e-af87-f3441deea8dd.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0911
rna	56968450-385a-4e25-b4df-de1b130cef96	bd47a9d9-3e0e-4eef-ae47-887016a2df2d.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-0367
rna	96aca0af-a776-460d-95ff-87e364e4ac99	21ff9928-00f0-4b96-8d70-35e9bfad5d40.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-10-0933
rna	aa3eff94-57ad-4aee-949d-cf8ab12a2644	7e2f7b6d-46d7-4b37-86d8-354da4408713.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0724
rna	499c3293-eff1-4c26-91d3-437d804117ba	7bac05ec-f793-4b99-b1d1-c848f0c69b60.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1410
rna	05e522c9-0286-496f-b0d2-623c07dcd18d	2d7f98e2-8e4c-48aa-9c87-e9953e952689.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1343
rna	f864ab9b-e6f8-4c32-8770-395bc5e14311	3be2f59b-daaa-4d38-a948-bd21a07de659.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0910
rna	31f1be69-bef5-4eec-83cd-6e2a686ea486	2e844d1a-874f-4972-820e-1d4f89575463.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1348
rna	ca5a6062-3e46-4993-afcb-8e7114cb2d75	c133f156-8d5e-4072-a990-86ccb7db09c9.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1655
rna	970f5191-bad7-4b9e-acb6-cd795518abc0	846a9737-f1d2-4c15-8023-360f22805491.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1482
rna	6fe4ca5a-8c2c-4cfa-9ec7-f1c8839b42d2	d905f784-10c0-466f-b2a9-58b12bf69e1d.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0924
rna	3922ee52-3288-4fc7-8843-370e43eea3f1	9b68eedc-cd12-4d48-865c-d69aec556dd4.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-04-1357
rna	2f40fe64-b8e8-4b2d-b4a1-377652846c9a	34e59c84-b0d2-4373-9a9c-b265b828631e.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1496
rna	cdba9907-dc7e-46ff-b773-1d093209dad8	b1f91d13-fe60-4444-a254-db4fd36163a4.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-10-0926
rna	671fa360-7fdb-4b13-8e81-5b9acd3ddcba	6ec47cac-85ce-4536-a51d-346a0e281261.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-0760
rna	97210398-6636-4de7-b6ee-03532552aaed	62bea110-bff8-4d67-a920-77d3f2d85d13.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1487
rna	13af947c-a945-4bb3-9258-842f902e2f0c	984c9d22-35ae-4d5e-a506-30ef69568d46.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-20-1687
rna	6d20dd34-f36e-468e-bcfe-99fc45dd68a2	d59c9b4d-960f-4fd7-9a78-6b3bd9d31e06.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-20-1686
rna	0058f6ab-2114-4ead-af5e-ba002b5f9cc2	8fd3c3ec-c5c5-4ded-bcbb-387ddc1ba5f7.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1495
rna	97f3ecb3-c204-4266-a3e6-59d18dbc32fb	e4345410-d8f9-498c-b4fe-d6e951bd1f9c.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-1673
rna	4ce38d8f-5682-44f0-b119-50dc9c5ac4da	582b5cee-9df1-4c95-9c52-de02e271c747.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-09-0366
rna	cec8400f-6360-47ff-a9fd-6379ead2f83d	accf08d4-a784-4908-831a-7a08d4c5f0f5.rna_seq.augmented_star_gene_counts.tsv	Gene Expression Quantification	TSV	TCGA-13-1404
cna	03e4f986-c8e6-418e-907d-10c07c634b78	TCGA-OV.794b6a48-f610-4711-8b1a-4736252c8bea.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-09-2056
cna	80abbd11-3939-4657-9a2a-0cabccffacbc	TCGA-OV.bd52755a-499d-40c7-9f23-7aec08e3e558.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-1489
cna	0b189ab8-6740-47df-a4bf-cbb07daa8f21	TCGA-OV.055ce18b-41ec-4faf-baa4-863faef9be68.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-0913
cna	c3872d70-9bc3-474d-ad5b-713dc8bc7958	TCGA-OV.70d07271-15ef-4a45-aa05-421a65f61846.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-20-1687
cna	517feb42-47b1-47e1-bb45-f23b426fde08	TCGA-OV.46625639-1e23-44ed-8180-b609dc357e71.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-1411
cna	eedc6aca-d1d0-4a42-ab09-4a5910211354	TCGA-OV.c7844e0a-4d80-4c61-902d-5600c23eebd1.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-1495
cna	1c37e8d1-9f90-42b9-b981-69beb2c00a8e	TCGA-OV.1062384d-2437-4f50-9f5f-ec5630d1b710.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-0893
cna	eac37fbc-559c-4560-8976-26f78f0ace3d	TCGA-OV.75cbdc12-abdd-44a0-ac21-0ad30e6c5628.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-0916
cna	70adf579-3621-4657-b266-e0cff49e7160	TCGA-OV.3a8b9a57-2f04-40bd-85e7-2385fa37a913.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-23-1022
cna	90057a9f-6c74-4cc2-94c3-acbeaf211f4a	TCGA-OV.c26c83eb-091f-4940-ae98-62e16254cc05.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-0768
cna	68f2da4d-8e78-4159-b4b7-c27610b91da3	TCGA-OV.75bbf327-ce62-4a7e-b08a-3d8dcf7d95a1.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-1510
cna	3da525ab-d75e-44e4-abbe-a2fc73846b4f	TCGA-OV.79e63073-7d6d-456b-92c7-a3a7f0216ee7.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-04-1332
cna	3265ae29-42cb-49b4-b9c0-b69dd360f6a4	TCGA-OV.55fae161-727b-441c-97ad-8bbc71cfdc32.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-1499
cna	02dcc978-01ee-421f-88bd-d04b1ea6df56	TCGA-OV.3c96b2d3-8778-4c9c-8bf9-dc7559292fa9.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-09-2051
cna	39beb7ba-041c-41c5-a7bb-00f2f656e19d	TCGA-OV.c3f1fd36-fc3e-48f9-9d09-14d678126742.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-23-1021
cna	1c445f33-ca8c-4d8d-9a03-23b2e403117d	TCGA-OV.91d90e5d-92a7-43f2-88e5-e2a861b1d6a9.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-1494
cna	c45bf2cd-4750-4fce-9617-07a2baef8c7c	TCGA-OV.948a6d77-e8ca-4114-add3-77e7db75b3b3.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-A5FT
cna	9902d91b-b0c8-4138-b1cb-2d72f64b6117	TCGA-OV.9f0b16d5-3947-49d3-87cf-86a67627ad66.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-1492
cna	51c0ea79-8141-4213-8316-788f28ddc9a1	TCGA-OV.fa0c4583-eb33-4be7-9d29-a9587b4eeefe.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-10-0931
cna	e84de3c8-9747-493d-ae90-d674f80fa1bb	TCGA-OV.0e3ff01f-4ce1-469b-9890-3040157b5976.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-1509
cna	43a22a26-d3cb-47f5-9e6c-3148ff1ca4f5	TCGA-OV.8fcdd3d0-8a62-49aa-b7e2-5b06cb390d40.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-04-1362
cna	4827ab8e-1f56-4581-aaba-a6d8fda4e7d9	TCGA-OV.5ce5aabb-61c2-484f-9fd2-be3da4e1242f.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-04-1651
cna	f94bc5bc-778f-4866-9777-d723f028ec64	TCGA-OV.7fe61c56-4c2b-497d-b9b4-55e57b3e634e.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-1497
cna	8c85fcfe-26c1-4277-a5a3-bafd916f9526	TCGA-OV.d346cd40-dcdc-4a57-8a9d-b20544c87d5f.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-04-1542
cna	16c942ca-e2a0-4ad4-b822-669fd22bb0b9	TCGA-OV.c1508580-23b1-433b-adbb-70473a7105e6.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-0800
cna	b4acd49d-1cfc-4371-a13e-c519e5a9fb53	TCGA-OV.d0a0712d-97d3-4301-b693-8c55388dda13.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-20-0987
cna	031b9172-0ac9-4169-8525-2beceefd6c15	TCGA-OV.634da42b-ae78-42e0-8115-37a735e4e057.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-04-1648
cna	862d3782-45a0-4eda-b13d-4a58a35df6b5	TCGA-OV.cd9bfbe4-172b-4168-bdfe-636eff1767d0.ascat3.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-0886
cna	2344a572-b455-4dbb-937c-5364a1bc5403	TCGA-OV.c34d9a57-203a-4bec-ab64-32e86784a143.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-0890
cna	eb037c20-5755-4dd0-9353-f862dead068c	TCGA-OV.ca2c5fe5-72fc-4cb1-b26c-708e72bf03a0.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-13-1405
cna	9a53bac2-4a8f-413d-8b53-9c3ea77d38be	TCGA-OV.c7485ff7-5733-441c-8496-c28f0056e5b3.absolute_liftover.gene_level_copy_number.v36.tsv	Gene Level Copy Number	TSV	TCGA-09-2045
