module,feature,loading,abs_loading,rank_abs
protein_module_010,AGID00484,-0.11613708992641975,0.11613708992641975,7
protein_module_010,AGID00376,-0.11607420786589569,0.11607420786589569,8
protein_module_010,AGID00357,-0.11310959337806983,0.11310959337806983,9
protein_module_010,AGID00065,0.11232408176422146,0.11232408176422146,10
protein_module_010,AGID00466,0.1110634579981731,0.1110634579981731,11
protein_module_010,AGID00070,-0.10945461018269942,0.10945461018269942,12
protein_module_010,AGID02141,-0.10699873756507566,0.10699873756507566,13
protein_module_010,AGID00151,-0.1060275516836996,0.1060275516836996,14
protein_module_010,AGID00018,-0.1037485332329218,0.1037485332329218,15
protein_module_010,AGID00261,0.10141905236649365,0.10141905236649365,16
protein_module_010,AGID00339,-0.10057665216744642,0.10057665216744642,17
protein_module_010,AGID00016,0.10046095184997658,0.10046095184997658,18
protein_module_010,AGID00381,0.10013391017905107,0.10013391017905107,19
protein_module_010,AGID00057,-0.0994020072250615,0.0994020072250615,20
protein_module_010,AGID00215,0.09484715735449263,0.09484715735449263,21
protein_module_010,AGID00044,0.09363392521936724,0.09363392521936724,22
protein_module_010,AGID00177,0.09303403750691282,0.09303403750691282,23
protein_module_010,AGID00048,0.09063783300215911,0.09063783300215911,24
protein_module_010,AGID00253,-0.09003009266858697,0.09003009266858697,25
